Date,Sales,GDP,Unemployment,Population,Popularity
29-03-2019,2777,2831.55,5.27%,"1,38,31,12,050",1.83
30-03-2019,3472,2831.55,5.27%,"1,38,31,12,050",1.83
31-03-2019,3857,2831.55,5.27%,"1,38,31,12,050",1.83
01-04-2019,6020,2831.55,5.27%,"1,38,31,12,050",1.83
02-04-2019,2296,2831.55,5.27%,"1,38,31,12,050",1.83
03-04-2019,3317,2831.55,5.27%,"1,38,31,12,050",1.83
04-04-2019,6566,2831.55,5.27%,"1,38,31,12,050",1.83
05-04-2019,6682,2831.55,5.27%,"1,38,31,12,050",1.83
06-04-2019,7475,2831.55,5.27%,"1,38,31,12,050",1.83
07-04-2019,3539,2831.55,5.27%,"1,38,31,12,050",1.83
08-04-2019,7945,2831.55,5.27%,"1,38,31,12,050",1.83
09-04-2019,6341,2831.55,5.27%,"1,38,31,12,050",1.83
10-04-2019,7548,2831.55,5.27%,"1,38,31,12,050",1.83
11-04-2019,351,2831.55,5.27%,"1,38,31,12,050",1.83
12-04-2019,2513,2831.55,5.27%,"1,38,31,12,050",1.83
13-04-2019,2665,2831.55,5.27%,"1,38,31,12,050",1.83
14-04-2019,4530,2831.55,5.27%,"1,38,31,12,050",1.83
15-04-2019,5557,2831.55,5.27%,"1,38,31,12,050",1.83
16-04-2019,1176,2831.55,5.27%,"1,38,31,12,050",1.83
17-04-2019,1584,2831.55,5.27%,"1,38,31,12,050",1.83
18-04-2019,5741,2831.55,5.27%,"1,38,31,12,050",1.83
19-04-2019,7314,2831.55,5.27%,"1,38,31,12,050",1.83
20-04-2019,5288,2831.55,5.27%,"1,38,31,12,050",1.83
21-04-2019,6528,2831.55,5.27%,"1,38,31,12,050",1.83
22-04-2019,7992,2831.55,5.27%,"1,38,31,12,050",1.83
23-04-2019,2928,2831.55,5.27%,"1,38,31,12,050",1.83
24-04-2019,3424,2831.55,5.27%,"1,38,31,12,050",1.83
25-04-2019,2600,2831.55,5.27%,"1,38,31,12,050",1.83
26-04-2019,5923,2831.55,5.27%,"1,38,31,12,050",1.83
27-04-2019,6383,2831.55,5.27%,"1,38,31,12,050",1.83
28-04-2019,1951,2831.55,5.27%,"1,38,31,12,050",1.83
29-04-2019,2344,2831.55,5.27%,"1,38,31,12,050",1.83
30-04-2019,4006,2831.55,5.27%,"1,38,31,12,050",1.83
01-05-2019,4426,2831.55,5.27%,"1,38,31,12,050",1.83
02-05-2019,5730,2831.55,5.27%,"1,38,31,12,050",1.83
03-05-2019,7729,2831.55,5.27%,"1,38,31,12,050",1.83
04-05-2019,1609,2831.55,5.27%,"1,38,31,12,050",1.83
05-05-2019,5188,2831.55,5.27%,"1,38,31,12,050",1.83
06-05-2019,788,2831.55,5.27%,"1,38,31,12,050",1.83
07-05-2019,1003,2831.55,5.27%,"1,38,31,12,050",1.83
08-05-2019,4297,2831.55,5.27%,"1,38,31,12,050",1.83
09-05-2019,5726,2831.55,5.27%,"1,38,31,12,050",1.83
10-05-2019,6113,2831.55,5.27%,"1,38,31,12,050",1.83
11-05-2019,3426,2831.55,5.27%,"1,38,31,12,050",1.83
12-05-2019,3858,2831.55,5.27%,"1,38,31,12,050",1.83
13-05-2019,619,2831.55,5.27%,"1,38,31,12,050",1.83
14-05-2019,422,2831.55,5.27%,"1,38,31,12,050",1.83
15-05-2019,7097,2831.55,5.27%,"1,38,31,12,050",1.83
16-05-2019,6958,2831.55,5.27%,"1,38,31,12,050",1.83
17-05-2019,1226,2831.55,5.27%,"1,38,31,12,050",1.83
18-05-2019,5151,2831.55,5.27%,"1,38,31,12,050",1.83
19-05-2019,1825,2831.55,5.27%,"1,38,31,12,050",1.83
20-05-2019,5848,2831.55,5.27%,"1,38,31,12,050",1.83
21-05-2019,7848,2831.55,5.27%,"1,38,31,12,050",1.83
22-05-2019,7740,2831.55,5.27%,"1,38,31,12,050",1.83
23-05-2019,3381,2831.55,5.27%,"1,38,31,12,050",1.83
24-05-2019,1948,2831.55,5.27%,"1,38,31,12,050",1.83
25-05-2019,2352,2831.55,5.27%,"1,38,31,12,050",1.83
26-05-2019,4913,2831.55,5.27%,"1,38,31,12,050",1.83
27-05-2019,3986,2831.55,5.27%,"1,38,31,12,050",1.83
28-05-2019,1915,2831.55,5.27%,"1,38,31,12,050",1.83
29-05-2019,4714,2831.55,5.27%,"1,38,31,12,050",1.83
30-05-2019,1131,2831.55,5.27%,"1,38,31,12,050",1.83
31-05-2019,4078,2831.55,5.27%,"1,38,31,12,050",1.83
01-06-2019,2550,2831.55,5.27%,"1,38,31,12,050",1.83
02-06-2019,904,2831.55,5.27%,"1,38,31,12,050",1.83
03-06-2019,4380,2831.55,5.27%,"1,38,31,12,050",1.83
04-06-2019,5195,2831.55,5.27%,"1,38,31,12,050",1.83
05-06-2019,2746,2831.55,5.27%,"1,38,31,12,050",1.83
06-06-2019,6290,2831.55,5.27%,"1,38,31,12,050",1.83
07-06-2019,7668,2831.55,5.27%,"1,38,31,12,050",1.83
08-06-2019,1637,2831.55,5.27%,"1,38,31,12,050",1.83
09-06-2019,3013,2831.55,5.27%,"1,38,31,12,050",1.83
10-06-2019,3619,2831.55,5.27%,"1,38,31,12,050",1.83
11-06-2019,3689,2831.55,5.27%,"1,38,31,12,050",1.83
12-06-2019,6477,2831.55,5.27%,"1,38,31,12,050",1.83
13-06-2019,5900,2831.55,5.27%,"1,38,31,12,050",1.83
14-06-2019,7580,2831.55,5.27%,"1,38,31,12,050",1.83
15-06-2019,309,2831.55,5.27%,"1,38,31,12,050",1.83
16-06-2019,6790,2831.55,5.27%,"1,38,31,12,050",1.83
17-06-2019,534,2831.55,5.27%,"1,38,31,12,050",1.83
18-06-2019,662,2831.55,5.27%,"1,38,31,12,050",1.83
19-06-2019,5561,2831.55,5.27%,"1,38,31,12,050",1.83
20-06-2019,370,2831.55,5.27%,"1,38,31,12,050",1.83
21-06-2019,1005,2831.55,5.27%,"1,38,31,12,050",1.83
22-06-2019,5310,2831.55,5.27%,"1,38,31,12,050",1.83
23-06-2019,2957,2831.55,5.27%,"1,38,31,12,050",1.83
24-06-2019,1136,2831.55,5.27%,"1,38,31,12,050",1.83
25-06-2019,2905,2831.55,5.27%,"1,38,31,12,050",1.83
26-06-2019,3622,2831.55,5.27%,"1,38,31,12,050",1.83
27-06-2019,2261,2831.55,5.27%,"1,38,31,12,050",1.83
28-06-2019,1167,2831.55,5.27%,"1,38,31,12,050",1.83
29-06-2019,2249,2831.55,5.27%,"1,38,31,12,050",1.83
30-06-2019,7848,2831.55,5.27%,"1,38,31,12,050",1.83
01-07-2019,1637,2831.55,5.27%,"1,38,31,12,050",1.83
02-07-2019,5174,2831.55,5.27%,"1,38,31,12,050",1.83
03-07-2019,6538,2831.55,5.27%,"1,38,31,12,050",1.83
04-07-2019,4039,2831.55,5.27%,"1,38,31,12,050",1.83
05-07-2019,3714,2831.55,5.27%,"1,38,31,12,050",1.83
06-07-2019,5094,2831.55,5.27%,"1,38,31,12,050",1.83
07-07-2019,3107,2831.55,5.27%,"1,38,31,12,050",1.83
08-07-2019,1954,2831.55,5.27%,"1,38,31,12,050",1.83
09-07-2019,4300,2831.55,5.27%,"1,38,31,12,050",1.83
10-07-2019,3446,2831.55,5.27%,"1,38,31,12,050",1.83
11-07-2019,2046,2831.55,5.27%,"1,38,31,12,050",1.83
12-07-2019,5887,2831.55,5.27%,"1,38,31,12,050",1.83
13-07-2019,7072,2831.55,5.27%,"1,38,31,12,050",1.83
14-07-2019,7181,2831.55,5.27%,"1,38,31,12,050",1.83
15-07-2019,3291,2831.55,5.27%,"1,38,31,12,050",1.83
16-07-2019,3603,2831.55,5.27%,"1,38,31,12,050",1.83
17-07-2019,1686,2831.55,5.27%,"1,38,31,12,050",1.83
18-07-2019,3618,2831.55,5.27%,"1,38,31,12,050",1.83
19-07-2019,4891,2831.55,5.27%,"1,38,31,12,050",1.83
20-07-2019,406,2831.55,5.27%,"1,38,31,12,050",1.83
21-07-2019,1250,2831.55,5.27%,"1,38,31,12,050",1.83
22-07-2019,1605,2831.55,5.27%,"1,38,31,12,050",1.83
23-07-2019,6697,2831.55,5.27%,"1,38,31,12,050",1.83
24-07-2019,4258,2831.55,5.27%,"1,38,31,12,050",1.83
25-07-2019,6097,2831.55,5.27%,"1,38,31,12,050",1.83
26-07-2019,5447,2831.55,5.27%,"1,38,31,12,050",1.83
27-07-2019,4997,2831.55,5.27%,"1,38,31,12,050",1.83
28-07-2019,7085,2831.55,5.27%,"1,38,31,12,050",1.83
29-07-2019,4750,2831.55,5.27%,"1,38,31,12,050",1.83
30-07-2019,7542,2831.55,5.27%,"1,38,31,12,050",1.83
31-07-2019,6192,2831.55,5.27%,"1,38,31,12,050",1.83
01-08-2019,3807,2831.55,5.27%,"1,38,31,12,050",1.83
02-08-2019,6995,2831.55,5.27%,"1,38,31,12,050",1.83
03-08-2019,1736,2831.55,5.27%,"1,38,31,12,050",1.83
04-08-2019,1679,2831.55,5.27%,"1,38,31,12,050",1.83
05-08-2019,4821,2831.55,5.27%,"1,38,31,12,050",1.83
06-08-2019,7090,2831.55,5.27%,"1,38,31,12,050",1.83
07-08-2019,1097,2831.55,5.27%,"1,38,31,12,050",1.83
08-08-2019,3384,2831.55,5.27%,"1,38,31,12,050",1.83
09-08-2019,6626,2831.55,5.27%,"1,38,31,12,050",1.83
10-08-2019,5574,2831.55,5.27%,"1,38,31,12,050",1.83
11-08-2019,4480,2831.55,5.27%,"1,38,31,12,050",1.83
12-08-2019,2403,2831.55,5.27%,"1,38,31,12,050",1.83
13-08-2019,1532,2831.55,5.27%,"1,38,31,12,050",1.83
14-08-2019,1301,2831.55,5.27%,"1,38,31,12,050",1.83
15-08-2019,3144,2831.55,5.27%,"1,38,31,12,050",1.83
16-08-2019,7580,2831.55,5.27%,"1,38,31,12,050",1.83
17-08-2019,5687,2831.55,5.27%,"1,38,31,12,050",1.83
18-08-2019,4705,2831.55,5.27%,"1,38,31,12,050",1.83
19-08-2019,4807,2831.55,5.27%,"1,38,31,12,050",1.83
20-08-2019,5156,2831.55,5.27%,"1,38,31,12,050",1.83
21-08-2019,1701,2831.55,5.27%,"1,38,31,12,050",1.83
22-08-2019,751,2831.55,5.27%,"1,38,31,12,050",1.83
23-08-2019,3787,2831.55,5.27%,"1,38,31,12,050",1.83
24-08-2019,701,2831.55,5.27%,"1,38,31,12,050",1.83
25-08-2019,6508,2831.55,5.27%,"1,38,31,12,050",1.83
26-08-2019,2431,2831.55,5.27%,"1,38,31,12,050",1.83
27-08-2019,5741,2831.55,5.27%,"1,38,31,12,050",1.83
28-08-2019,2685,2831.55,5.27%,"1,38,31,12,050",1.83
29-08-2019,3106,2831.55,5.27%,"1,38,31,12,050",1.83
31-08-2019,1419,2831.55,5.27%,"1,38,31,12,050",1.83
01-09-2019,1090,2831.55,5.27%,"1,38,31,12,050",1.83
02-09-2019,7202,2831.55,5.27%,"1,38,31,12,050",1.83
03-09-2019,1066,2831.55,5.27%,"1,38,31,12,050",1.83
04-09-2019,2247,2831.55,5.27%,"1,38,31,12,050",1.83
05-09-2019,7132,2831.55,5.27%,"1,38,31,12,050",1.83
06-09-2019,5763,2831.55,5.27%,"1,38,31,12,050",1.83
07-09-2019,255,2831.55,5.27%,"1,38,31,12,050",1.83
08-09-2019,1187,2831.55,5.27%,"1,38,31,12,050",1.83
09-09-2019,5432,2831.55,5.27%,"1,38,31,12,050",1.83
10-09-2019,2530,2831.55,5.27%,"1,38,31,12,050",1.83
11-09-2019,3911,2831.55,5.27%,"1,38,31,12,050",1.83
12-09-2019,1846,2831.55,5.27%,"1,38,31,12,050",1.83
13-09-2019,1917,2831.55,5.27%,"1,38,31,12,050",1.83
14-09-2019,3705,2831.55,5.27%,"1,38,31,12,050",1.83
15-09-2019,2269,2831.55,5.27%,"1,38,31,12,050",1.83
16-09-2019,6818,2831.55,5.27%,"1,38,31,12,050",1.83
17-09-2019,457,2831.55,5.27%,"1,38,31,12,050",1.83
18-09-2019,6634,2831.55,5.27%,"1,38,31,12,050",1.83
19-09-2019,2849,2831.55,5.27%,"1,38,31,12,050",1.83
20-09-2019,1068,2831.55,5.27%,"1,38,31,12,050",1.83
21-09-2019,2386,2831.55,5.27%,"1,38,31,12,050",1.83
22-09-2019,1932,2831.55,5.27%,"1,38,31,12,050",1.83
23-09-2019,4302,2831.55,5.27%,"1,38,31,12,050",1.83
24-09-2019,3833,2831.55,5.27%,"1,38,31,12,050",1.83
25-09-2019,5031,2831.55,5.27%,"1,38,31,12,050",1.83
26-09-2019,3360,2831.55,5.27%,"1,38,31,12,050",1.83
27-09-2019,5544,2831.55,5.27%,"1,38,31,12,050",1.83
28-09-2019,6375,2831.55,5.27%,"1,38,31,12,050",1.83
29-09-2019,4633,2831.55,5.27%,"1,38,31,12,050",1.83
30-09-2019,1395,2831.55,5.27%,"1,38,31,12,050",1.83
31-9-2019,3195,2831.55,5.27%,"1,38,31,12,050",1.83
01-10-2019,2116,2831.55,5.27%,"1,38,31,12,050",1.83
02-10-2019,1098,2831.55,5.27%,"1,38,31,12,050",1.83
03-10-2019,5176,2831.55,5.27%,"1,38,31,12,050",1.83
04-10-2019,1141,2831.55,5.27%,"1,38,31,12,050",1.83
05-10-2019,7076,2831.55,5.27%,"1,38,31,12,050",1.83
06-10-2019,4389,2831.55,5.27%,"1,38,31,12,050",1.83
07-10-2019,410,2831.55,5.27%,"1,38,31,12,050",1.83
08-10-2019,4717,2831.55,5.27%,"1,38,31,12,050",1.83
09-10-2019,6087,2831.55,5.27%,"1,38,31,12,050",1.83
10-10-2019,6507,2831.55,5.27%,"1,38,31,12,050",1.83
11-10-2019,6211,2831.55,5.27%,"1,38,31,12,050",1.83
12-10-2019,7848,2831.55,5.27%,"1,38,31,12,050",1.83
13-10-2019,4063,2831.55,5.27%,"1,38,31,12,050",1.83
14-10-2019,7333,2831.55,5.27%,"1,38,31,12,050",1.83
15-10-2019,4620,2831.55,5.27%,"1,38,31,12,050",1.83
16-10-2019,508,2831.55,5.27%,"1,38,31,12,050",1.83
17-10-2019,4983,2831.55,5.27%,"1,38,31,12,050",1.83
18-10-2019,2032,2831.55,5.27%,"1,38,31,12,050",1.83
19-10-2019,5900,2831.55,5.27%,"1,38,31,12,050",1.83
20-10-2019,6176,2831.55,5.27%,"1,38,31,12,050",1.83
21-10-2019,6689,2831.55,5.27%,"1,38,31,12,050",1.83
22-10-2019,3827,2831.55,5.27%,"1,38,31,12,050",1.83
23-10-2019,5271,2831.55,5.27%,"1,38,31,12,050",1.83
24-10-2019,1438,2831.55,5.27%,"1,38,31,12,050",1.83
25-10-2019,697,2831.55,5.27%,"1,38,31,12,050",1.83
26-10-2019,1249,2831.55,5.27%,"1,38,31,12,050",1.83
27-10-2019,2472,2831.55,5.27%,"1,38,31,12,050",1.83
28-10-2019,7670,2831.55,5.27%,"1,38,31,12,050",1.83
29-10-2019,7164,2831.55,5.27%,"1,38,31,12,050",1.83
30-10-2019,1195,2831.55,5.27%,"1,38,31,12,050",1.83
01-11-2019,3147,2831.55,5.27%,"1,38,31,12,050",1.83
02-11-2019,1742,2831.55,5.27%,"1,38,31,12,050",1.83
03-11-2019,3680,2831.55,5.27%,"1,38,31,12,050",1.83
04-11-2019,5459,2831.55,5.27%,"1,38,31,12,050",1.83
05-11-2019,4228,2831.55,5.27%,"1,38,31,12,050",1.83
06-11-2019,4999,2831.55,5.27%,"1,38,31,12,050",1.83
07-11-2019,3611,2831.55,5.27%,"1,38,31,12,050",1.83
08-11-2019,1918,2831.55,5.27%,"1,38,31,12,050",1.83
09-11-2019,4386,2831.55,5.27%,"1,38,31,12,050",1.83
10-11-2019,7790,2831.55,5.27%,"1,38,31,12,050",1.83
11-11-2019,427,2831.55,5.27%,"1,38,31,12,050",1.83
12-11-2019,4515,2831.55,5.27%,"1,38,31,12,050",1.83
13-11-2019,5929,2831.55,5.27%,"1,38,31,12,050",1.83
14-11-2019,5420,2831.55,5.27%,"1,38,31,12,050",1.83
15-11-2019,4808,2831.55,5.27%,"1,38,31,12,050",1.83
16-11-2019,4408,2831.55,5.27%,"1,38,31,12,050",1.83
17-11-2019,2170,2831.55,5.27%,"1,38,31,12,050",1.83
18-11-2019,7059,2831.55,5.27%,"1,38,31,12,050",1.83
19-11-2019,1071,2831.55,5.27%,"1,38,31,12,050",1.83
20-11-2019,6707,2831.55,5.27%,"1,38,31,12,050",1.83
21-11-2019,3379,2831.55,5.27%,"1,38,31,12,050",1.83
22-11-2019,4018,2831.55,5.27%,"1,38,31,12,050",1.83
23-11-2019,1785,2831.55,5.27%,"1,38,31,12,050",1.83
24-11-2019,7114,2831.55,5.27%,"1,38,31,12,050",1.83
25-11-2019,2191,2831.55,5.27%,"1,38,31,12,050",1.83
26-11-2019,3234,2831.55,5.27%,"1,38,31,12,050",1.83
27-11-2019,3747,2831.55,5.27%,"1,38,31,12,050",1.83
28-11-2019,1083,2831.55,5.27%,"1,38,31,12,050",1.83
29-11-2019,6734,2831.55,5.27%,"1,38,31,12,050",1.83
30-11-2019,2581,2831.55,5.27%,"1,38,31,12,050",1.83
31-11-2019,2660,2831.55,5.27%,"1,38,31,12,050",1.83
01-12-2019,5301,2831.55,5.27%,"1,38,31,12,050",1.83
02-12-2019,2243,2831.55,5.27%,"1,38,31,12,050",1.83
03-12-2019,3294,2831.55,5.27%,"1,38,31,12,050",1.83
04-12-2019,3440,2831.55,5.27%,"1,38,31,12,050",1.83
05-12-2019,6473,2831.55,5.27%,"1,38,31,12,050",1.83
06-12-2019,2084,2831.55,5.27%,"1,38,31,12,050",1.83
07-12-2019,3537,2831.55,5.27%,"1,38,31,12,050",1.83
08-12-2019,5910,2831.55,5.27%,"1,38,31,12,050",1.83
09-12-2019,7202,2831.55,5.27%,"1,38,31,12,050",1.83
10-12-2019,6606,2831.55,5.27%,"1,38,31,12,050",1.83
11-12-2019,1907,2831.55,5.27%,"1,38,31,12,050",1.83
12-12-2019,3805,2831.55,5.27%,"1,38,31,12,050",1.83
13-12-2019,5068,2831.55,5.27%,"1,38,31,12,050",1.83
14-12-2019,7709,2831.55,5.27%,"1,38,31,12,050",1.83
15-12-2019,3220,2831.55,5.27%,"1,38,31,12,050",1.83
16-12-2019,7075,2831.55,5.27%,"1,38,31,12,050",1.83
17-12-2019,1620,2831.55,5.27%,"1,38,31,12,050",1.83
18-12-2019,1134,2831.55,5.27%,"1,38,31,12,050",1.83
19-12-2019,6986,2831.55,5.27%,"1,38,31,12,050",1.83
20-12-2019,7652,2831.55,5.27%,"1,38,31,12,050",1.83
21-12-2019,5308,2831.55,5.27%,"1,38,31,12,050",1.83
22-12-2019,2579,2831.55,5.27%,"1,38,31,12,050",1.83
23-12-2019,643,2831.55,5.27%,"1,38,31,12,050",1.83
24-12-2019,6087,2831.55,5.27%,"1,38,31,12,050",1.83
25-12-2019,4155,2831.55,5.27%,"1,38,31,12,050",1.83
26-12-2019,3504,2831.55,5.27%,"1,38,31,12,050",1.83
27-12-2019,5463,2831.55,5.27%,"1,38,31,12,050",1.83
28-12-2019,1524,2831.55,5.27%,"1,38,31,12,050",1.83
29-12-2019,1833,2831.55,5.27%,"1,38,31,12,050",1.83
30-12-2019,2749,2831.55,5.27%,"1,38,31,12,050",1.83
01-01-2020,2498,2667.69,8.00%,"1,39,63,87,127",1.5
02-01-2020,2434,2667.69,8.00%,"1,39,63,87,127",1.5
03-01-2020,5435,2667.69,8.00%,"1,39,63,87,127",1.5
04-01-2020,4814,2667.69,8.00%,"1,39,63,87,127",1.5
05-01-2020,7001,2667.69,8.00%,"1,39,63,87,127",1.5
06-01-2020,1770,2667.69,8.00%,"1,39,63,87,127",1.5
07-01-2020,2703,2667.69,8.00%,"1,39,63,87,127",1.5
08-01-2020,7443,2667.69,8.00%,"1,39,63,87,127",1.5
09-01-2020,7778,2667.69,8.00%,"1,39,63,87,127",1.5
10-01-2020,3383,2667.69,8.00%,"1,39,63,87,127",1.5
11-01-2020,2107,2667.69,8.00%,"1,39,63,87,127",1.5
12-01-2020,2895,2667.69,8.00%,"1,39,63,87,127",1.5
13-01-2020,452,2667.69,8.00%,"1,39,63,87,127",1.5
14-01-2020,3093,2667.69,8.00%,"1,39,63,87,127",1.5
15-01-2020,6286,2667.69,8.00%,"1,39,63,87,127",1.5
16-01-2020,1061,2667.69,8.00%,"1,39,63,87,127",1.5
17-01-2020,6606,2667.69,8.00%,"1,39,63,87,127",1.5
18-01-2020,3888,2667.69,8.00%,"1,39,63,87,127",1.5
19-01-2020,704,2667.69,8.00%,"1,39,63,87,127",1.5
20-01-2020,4506,2667.69,8.00%,"1,39,63,87,127",1.5
21-01-2020,455,2667.69,8.00%,"1,39,63,87,127",1.5
22-01-2020,6780,2667.69,8.00%,"1,39,63,87,127",1.5
23-01-2020,1953,2667.69,8.00%,"1,39,63,87,127",1.5
24-01-2020,1913,2667.69,8.00%,"1,39,63,87,127",1.5
25-01-2020,6606,2667.69,8.00%,"1,39,63,87,127",1.5
26-01-2020,1093,2667.69,8.00%,"1,39,63,87,127",1.5
27-01-2020,1577,2667.69,8.00%,"1,39,63,87,127",1.5
28-01-2020,1239,2667.69,8.00%,"1,39,63,87,127",1.5
29-01-2020,1121,2667.69,8.00%,"1,39,63,87,127",1.5
30-01-2020,2832,2667.69,8.00%,"1,39,63,87,127",1.5
31-01-2020,5632,2667.69,8.00%,"1,39,63,87,127",1.5
01-02-2020,2619,2667.69,8.00%,"1,39,63,87,127",1.5
02-02-2020,6938,2667.69,8.00%,"1,39,63,87,127",1.5
03-02-2020,494,2667.69,8.00%,"1,39,63,87,127",1.5
04-02-2020,4816,2667.69,8.00%,"1,39,63,87,127",1.5
05-02-2020,3047,2667.69,8.00%,"1,39,63,87,127",1.5
06-02-2020,3879,2667.69,8.00%,"1,39,63,87,127",1.5
07-02-2020,1895,2667.69,8.00%,"1,39,63,87,127",1.5
08-02-2020,6725,2667.69,8.00%,"1,39,63,87,127",1.5
09-02-2020,5009,2667.69,8.00%,"1,39,63,87,127",1.5
10-02-2020,1723,2667.69,8.00%,"1,39,63,87,127",1.5
11-02-2020,1172,2667.69,8.00%,"1,39,63,87,127",1.5
12-02-2020,756,2667.69,8.00%,"1,39,63,87,127",1.5
13-02-2020,7929,2667.69,8.00%,"1,39,63,87,127",1.5
14-02-2020,619,2667.69,8.00%,"1,39,63,87,127",1.5
15-02-2020,6967,2667.69,8.00%,"1,39,63,87,127",1.5
16-02-2020,3504,2667.69,8.00%,"1,39,63,87,127",1.5
17-02-2020,5156,2667.69,8.00%,"1,39,63,87,127",1.5
18-02-2020,4117,2667.69,8.00%,"1,39,63,87,127",1.5
19-02-2020,5746,2667.69,8.00%,"1,39,63,87,127",1.5
20-02-2020,1270,2667.69,8.00%,"1,39,63,87,127",1.5
21-02-2020,5674,2667.69,8.00%,"1,39,63,87,127",1.5
22-02-2020,401,2667.69,8.00%,"1,39,63,87,127",1.5
23-02-2020,6331,2667.69,8.00%,"1,39,63,87,127",1.5
24-02-2020,1292,2667.69,8.00%,"1,39,63,87,127",1.5
25-02-2020,4015,2667.69,8.00%,"1,39,63,87,127",1.5
26-02-2020,4900,2667.69,8.00%,"1,39,63,87,127",1.5
27-02-2020,5431,2667.69,8.00%,"1,39,63,87,127",1.5
01-03-2020,5057,2667.69,8.00%,"1,39,63,87,127",1.5
02-03-2020,5879,2667.69,8.00%,"1,39,63,87,127",1.5
03-03-2020,2149,2667.69,8.00%,"1,39,63,87,127",1.5
04-03-2020,5435,2667.69,8.00%,"1,39,63,87,127",1.5
05-03-2020,5942,2667.69,8.00%,"1,39,63,87,127",1.5
06-03-2020,4756,2667.69,8.00%,"1,39,63,87,127",1.5
07-03-2020,4536,2667.69,8.00%,"1,39,63,87,127",1.5
08-03-2020,2259,2667.69,8.00%,"1,39,63,87,127",1.5
09-03-2020,6834,2667.69,8.00%,"1,39,63,87,127",1.5
10-03-2020,4565,2667.69,8.00%,"1,39,63,87,127",1.5
11-03-2020,551,2667.69,8.00%,"1,39,63,87,127",1.5
12-03-2020,4901,2667.69,8.00%,"1,39,63,87,127",1.5
13-03-2020,5877,2667.69,8.00%,"1,39,63,87,127",1.5
14-03-2020,6583,2667.69,8.00%,"1,39,63,87,127",1.5
15-03-2020,4215,2667.69,8.00%,"1,39,63,87,127",1.5
16-03-2020,5698,2667.69,8.00%,"1,39,63,87,127",1.5
17-03-2020,6546,2667.69,8.00%,"1,39,63,87,127",1.5
18-03-2020,2397,2667.69,8.00%,"1,39,63,87,127",1.5
19-03-2020,6227,2667.69,8.00%,"1,39,63,87,127",1.5
20-03-2020,5843,2667.69,8.00%,"1,39,63,87,127",1.5
21-03-2020,5939,2667.69,8.00%,"1,39,63,87,127",1.5
22-03-2020,2149,2667.69,8.00%,"1,39,63,87,127",1.5
23-03-2020,830,2667.69,8.00%,"1,39,63,87,127",1.5
24-03-2020,3369,2667.69,8.00%,"1,39,63,87,127",1.5
25-03-2020,562,2667.69,8.00%,"1,39,63,87,127",1.5
26-03-2020,2890,2667.69,8.00%,"1,39,63,87,127",1.5
27-03-2020,3482,2667.69,8.00%,"1,39,63,87,127",1.5
28-03-2020,5249,2667.69,8.00%,"1,39,63,87,127",1.5
29-03-2020,6818,2667.69,8.00%,"1,39,63,87,127",1.5
30-03-2020,4073,2667.69,8.00%,"1,39,63,87,127",1.5
31-03-2020,2045,2667.69,8.00%,"1,39,63,87,127",1.5
01-04-2020,3083,2667.69,8.00%,"1,39,63,87,127",1.5
02-04-2020,2255,2667.69,8.00%,"1,39,63,87,127",1.5
03-04-2020,5263,2667.69,8.00%,"1,39,63,87,127",1.5
04-04-2020,671,2667.69,8.00%,"1,39,63,87,127",1.5
05-04-2020,6298,2667.69,8.00%,"1,39,63,87,127",1.5
06-04-2020,7463,2667.69,8.00%,"1,39,63,87,127",1.5
07-04-2020,1427,2667.69,8.00%,"1,39,63,87,127",1.5
08-04-2020,1998,2667.69,8.00%,"1,39,63,87,127",1.5
09-04-2020,471,2667.69,8.00%,"1,39,63,87,127",1.5
10-04-2020,7131,2667.69,8.00%,"1,39,63,87,127",1.5
11-04-2020,4706,2667.69,8.00%,"1,39,63,87,127",1.5
12-04-2020,7478,2667.69,8.00%,"1,39,63,87,127",1.5
13-04-2020,2106,2667.69,8.00%,"1,39,63,87,127",1.5
14-04-2020,1420,2667.69,8.00%,"1,39,63,87,127",1.5
15-04-2020,6254,2667.69,8.00%,"1,39,63,87,127",1.5
16-04-2020,5922,2667.69,8.00%,"1,39,63,87,127",1.5
17-04-2020,361,2667.69,8.00%,"1,39,63,87,127",1.5
18-04-2020,1368,2667.69,8.00%,"1,39,63,87,127",1.5
19-04-2020,4458,2667.69,8.00%,"1,39,63,87,127",1.5
20-04-2020,7402,2667.69,8.00%,"1,39,63,87,127",1.5
21-04-2020,4245,2667.69,8.00%,"1,39,63,87,127",1.5
22-04-2020,3403,2667.69,8.00%,"1,39,63,87,127",1.5
23-04-2020,4645,2667.69,8.00%,"1,39,63,87,127",1.5
24-04-2020,4015,2667.69,8.00%,"1,39,63,87,127",1.5
25-04-2020,3137,2667.69,8.00%,"1,39,63,87,127",1.5
26-04-2020,7282,2667.69,8.00%,"1,39,63,87,127",1.5
27-04-2020,3535,2667.69,8.00%,"1,39,63,87,127",1.5
28-04-2020,2801,2667.69,8.00%,"1,39,63,87,127",1.5
29-04-2020,2095,2667.69,8.00%,"1,39,63,87,127",1.5
30-04-2020,507,2667.69,8.00%,"1,39,63,87,127",1.5
01-05-2020,579,2667.69,8.00%,"1,39,63,87,127",1.5
02-05-2020,5498,2667.69,8.00%,"1,39,63,87,127",1.5
03-05-2020,6344,2667.69,8.00%,"1,39,63,87,127",1.5
04-05-2020,4699,2667.69,8.00%,"1,39,63,87,127",1.5
